Order ID,Date,Time,Item,Category,Quantity,Unit Price,Total Sales,Payment Method,Rating,Datetime
459,2025-07-28,10:09:00.974478,Chai Latte,Tea,1,4.25,4.25,Cash,5,2025-07-28 10:09:00.974478
460,2025-08-28,07:31:00.974478,Herbal Tea,Tea,1,3.0,3.0,Mobile Payment,4,2025-08-28 07:31:00.974478
461,2025-10-22,08:01:00.974478,Croissant,Bakery,1,3.5,3.5,Card,5,2025-10-22 08:01:00.974478
462,2025-09-27,14:55:00.974478,Mocha,Coffee,1,4.5,4.5,Card,4,2025-09-27 14:55:00.974478
463,2025-10-20,13:47:00.974478,Veggie Wrap,Sandwich,1,7.0,7.0,Card,5,2025-10-20 13:47:00.974478
464,2025-10-24,12:11:00.974478,Scone,Bakery,2,3.0,6.0,Mobile Payment,4,2025-10-24 12:11:00.974478
465,2025-09-03,11:58:00.974478,Americano,Coffee,1,3.0,3.0,Cash,5,2025-09-03 11:58:00.974478
466,2025-11-30,12:05:00.974478,Americano,Coffee,1,3.0,3.0,Card,5,2025-11-30 12:05:00.974478
467,2025-09-21,16:14:00.974478,Veggie Wrap,Sandwich,2,7.0,14.0,Card,4,2025-09-21 16:14:00.974478
468,2025-07-19,07:33:00.974478,Muffin,Bakery,1,2.75,2.75,Cash,4,2025-07-19 07:33:00.974478
469,2025-10-18,09:19:00.974478,Black Tea,Tea,2,2.5,5.0,Cash,5,2025-10-18 09:19:00.974478
470,2025-12-31,10:56:00.974478,Muffin,Bakery,1,2.75,2.75,Card,5,2025-12-31 10:56:00.974478
471,2025-08-14,11:54:00.974478,Herbal Tea,Tea,2,3.0,6.0,Cash,5,2025-08-14 11:54:00.974478
472,2025-12-01,07:38:00.974478,Black Tea,Tea,1,2.5,2.5,Card,4,2025-12-01 07:38:00.974478
473,2025-12-08,11:07:00.974478,Black Tea,Tea,3,2.5,7.5,Card,4,2025-12-08 11:07:00.974478
474,2025-11-28,12:36:00.974478,Chai Latte,Tea,1,4.25,4.25,Card,5,2025-11-28 12:36:00.974478
475,2026-01-06,10:55:00.974478,Chai Latte,Tea,1,4.25,4.25,Card,5,2026-01-06 10:55:00.974478
476,2025-09-22,10:03:00.974478,Croissant,Bakery,1,3.5,3.5,Cash,2,2025-09-22 10:03:00.974478
477,2025-08-04,11:15:00.974478,Bagel,Bakery,1,2.5,2.5,Mobile Payment,4,2025-08-04 11:15:00.974478
478,2025-07-29,08:05:00.974478,Chai Latte,Tea,1,4.25,4.25,Card,5,2025-07-29 08:05:00.974478
479,2025-11-28,17:41:00.974478,Americano,Coffee,1,3.0,3.0,Card,5,2025-11-28 17:41:00.974478
480,2025-08-20,13:13:00.974478,Latte,Coffee,1,4.0,4.0,Card,4,2025-08-20 13:13:00.974478
481,2025-12-29,11:18:00.974478,Muffin,Bakery,1,2.75,2.75,Cash,4,2025-12-29 11:18:00.974478
482,2025-11-30,12:22:00.974478,Mocha,Coffee,1,4.5,4.5,Card,4,2025-11-30 12:22:00.974478
483,2025-07-22,11:24:00.974478,Cappuccino,Coffee,1,3.75,3.75,Card,5,2025-07-22 11:24:00.974478
484,2025-08-19,10:38:00.974478,Cappuccino,Coffee,1,3.75,3.75,Cash,5,2025-08-19 10:38:00.974478
485,2025-10-30,08:27:00.974478,Ham & Cheese,Sandwich,2,6.5,13.0,Card,3,2025-10-30 08:27:00.974478
486,2025-10-21,06:15:00.974478,Mocha,Coffee,1,4.5,4.5,Cash,5,2025-10-21 06:15:00.974478
487,2025-11-27,12:05:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Card,3,2025-11-27 12:05:00.974478
488,2026-01-05,08:23:00.974478,Herbal Tea,Tea,1,3.0,3.0,Card,4,2026-01-05 08:23:00.974478
489,2025-07-21,10:56:00.974478,Veggie Wrap,Sandwich,1,7.0,7.0,Mobile Payment,5,2025-07-21 10:56:00.974478
490,2025-11-07,11:39:00.974478,Bagel,Bakery,1,2.5,2.5,Cash,5,2025-11-07 11:39:00.974478
491,2025-12-20,07:20:00.974478,Black Tea,Tea,1,2.5,2.5,Cash,4,2025-12-20 07:20:00.974478
492,2025-09-28,10:44:00.974478,Croissant,Bakery,1,3.5,3.5,Card,4,2025-09-28 10:44:00.974478
493,2025-07-31,08:38:00.974478,Bagel,Bakery,1,2.5,2.5,Card,5,2025-07-31 08:38:00.974478
494,2025-09-04,08:43:00.974478,Latte,Coffee,1,4.0,4.0,Card,5,2025-09-04 08:43:00.974478
495,2025-11-02,08:06:00.974478,Latte,Coffee,1,4.0,4.0,Mobile Payment,5,2025-11-02 08:06:00.974478
496,2025-10-14,07:42:00.974478,Croissant,Bakery,2,3.5,7.0,Card,4,2025-10-14 07:42:00.974478
497,2025-10-29,07:07:00.974478,Latte,Coffee,1,4.0,4.0,Cash,4,2025-10-29 07:07:00.974478
498,2025-09-29,09:49:00.974478,Cappuccino,Coffee,1,3.75,3.75,Cash,4,2025-09-29 09:49:00.974478
499,2025-12-14,10:34:00.974478,Herbal Tea,Tea,1,3.0,3.0,Cash,5,2025-12-14 10:34:00.974478
500,2025-10-26,14:34:00.974478,Cappuccino,Coffee,1,3.75,3.75,Card,4,2025-10-26 14:34:00.974478
501,2025-10-02,08:53:00.974478,Latte,Coffee,1,4.0,4.0,Mobile Payment,4,2025-10-02 08:53:00.974478
502,2025-11-23,08:28:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Card,5,2025-11-23 08:28:00.974478
503,2025-07-24,06:36:00.974478,Veggie Wrap,Sandwich,1,7.0,7.0,Card,3,2025-07-24 06:36:00.974478
504,2026-01-10,13:28:00.974478,Bagel,Bakery,1,2.5,2.5,Card,4,2026-01-10 13:28:00.974478
505,2025-12-12,08:29:00.974478,Muffin,Bakery,2,2.75,5.5,Card,5,2025-12-12 08:29:00.974478
506,2025-12-31,15:44:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Mobile Payment,3,2025-12-31 15:44:00.974478
507,2025-09-01,09:54:00.974478,Black Tea,Tea,1,2.5,2.5,Cash,5,2025-09-01 09:54:00.974478
508,2025-09-30,08:37:00.974478,Espresso,Coffee,1,2.5,2.5,Card,5,2025-09-30 08:37:00.974478
509,2025-10-12,09:43:00.974478,Turkey Club,Sandwich,3,7.5,22.5,Cash,4,2025-10-12 09:43:00.974478
510,2026-01-02,07:18:00.974478,Bagel,Bakery,1,2.5,2.5,Card,4,2026-01-02 07:18:00.974478
511,2025-11-11,12:07:00.974478,Americano,Coffee,1,3.0,3.0,Card,3,2025-11-11 12:07:00.974478
512,2025-10-29,12:07:00.974478,Latte,Coffee,1,4.0,4.0,Card,5,2025-10-29 12:07:00.974478
513,2025-09-08,10:36:00.974478,Scone,Bakery,1,3.0,3.0,Card,4,2025-09-08 10:36:00.974478
514,2025-11-10,07:56:00.974478,Croissant,Bakery,2,3.5,7.0,Cash,5,2025-11-10 07:56:00.974478
515,2025-09-24,09:49:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Cash,5,2025-09-24 09:49:00.974478
516,2025-12-06,06:25:00.974478,Croissant,Bakery,1,3.5,3.5,Cash,4,2025-12-06 06:25:00.974478
517,2025-10-10,05:50:00.974478,Chai Latte,Tea,1,4.25,4.25,Card,4,2025-10-10 05:50:00.974478
518,2025-11-25,07:21:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Cash,5,2025-11-25 07:21:00.974478
519,2025-08-19,07:54:00.974478,Latte,Coffee,2,4.0,8.0,Mobile Payment,5,2025-08-19 07:54:00.974478
520,2025-12-29,08:10:00.974478,Croissant,Bakery,1,3.5,3.5,Mobile Payment,5,2025-12-29 08:10:00.974478
521,2025-08-10,02:51:00.974478,Veggie Wrap,Sandwich,1,7.0,7.0,Card,5,2025-08-10 02:51:00.974478
522,2025-11-25,10:20:00.974478,Muffin,Bakery,1,2.75,2.75,Card,5,2025-11-25 10:20:00.974478
523,2025-11-13,12:54:00.974478,Veggie Wrap,Sandwich,1,7.0,7.0,Cash,5,2025-11-13 12:54:00.974478
524,2025-09-03,07:26:00.974478,Croissant,Bakery,1,3.5,3.5,Card,5,2025-09-03 07:26:00.974478
525,2026-01-05,10:22:00.974478,Herbal Tea,Tea,1,3.0,3.0,Cash,4,2026-01-05 10:22:00.974478
526,2026-01-06,13:53:00.974478,Espresso,Coffee,1,2.5,2.5,Card,5,2026-01-06 13:53:00.974478
527,2025-12-04,12:24:00.974478,Chai Latte,Tea,1,4.25,4.25,Mobile Payment,5,2025-12-04 12:24:00.974478
528,2025-08-11,08:57:00.974478,Mocha,Coffee,3,4.5,13.5,Card,4,2025-08-11 08:57:00.974478
529,2025-12-14,07:47:00.974478,Croissant,Bakery,2,3.5,7.0,Cash,4,2025-12-14 07:47:00.974478
530,2025-07-28,09:12:00.974478,Herbal Tea,Tea,1,3.0,3.0,Card,5,2025-07-28 09:12:00.974478
531,2025-09-27,12:28:00.974478,Chai Latte,Tea,1,4.25,4.25,Mobile Payment,4,2025-09-27 12:28:00.974478
532,2025-11-14,16:30:00.974478,Chai Latte,Tea,1,4.25,4.25,Cash,4,2025-11-14 16:30:00.974478
533,2025-09-14,13:18:00.974478,Black Tea,Tea,1,2.5,2.5,Card,1,2025-09-14 13:18:00.974478
534,2025-10-30,10:42:00.974478,Chai Latte,Tea,1,4.25,4.25,Cash,5,2025-10-30 10:42:00.974478
535,2025-11-21,07:07:00.974478,Scone,Bakery,1,3.0,3.0,Card,5,2025-11-21 07:07:00.974478
536,2025-10-19,12:10:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Cash,4,2025-10-19 12:10:00.974478
537,2025-08-30,09:30:00.974478,Cappuccino,Coffee,2,3.75,7.5,Card,4,2025-08-30 09:30:00.974478
538,2025-08-09,09:11:00.974478,Espresso,Coffee,2,2.5,5.0,Card,4,2025-08-09 09:11:00.974478
539,2025-09-20,11:08:00.974478,Latte,Coffee,2,4.0,8.0,Card,4,2025-09-20 11:08:00.974478
540,2025-09-23,07:51:00.974478,Latte,Coffee,1,4.0,4.0,Card,5,2025-09-23 07:51:00.974478
541,2025-09-06,11:40:00.974478,Herbal Tea,Tea,1,3.0,3.0,Card,5,2025-09-06 11:40:00.974478
542,2025-12-29,09:52:00.974478,Black Tea,Tea,3,2.5,7.5,Cash,3,2025-12-29 09:52:00.974478
543,2026-01-15,11:45:00.974478,Americano,Coffee,1,3.0,3.0,Cash,3,2026-01-15 11:45:00.974478
544,2025-12-31,07:16:00.974478,Green Tea,Tea,2,2.75,5.5,Card,5,2025-12-31 07:16:00.974478
545,2026-01-12,08:54:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Cash,5,2026-01-12 08:54:00.974478
546,2025-12-21,08:28:00.974478,Bagel,Bakery,1,2.5,2.5,Card,4,2025-12-21 08:28:00.974478
547,2026-01-05,11:33:00.974478,Ham & Cheese,Sandwich,2,6.5,13.0,Mobile Payment,5,2026-01-05 11:33:00.974478
548,2025-09-11,12:08:00.974478,Black Tea,Tea,1,2.5,2.5,Card,5,2025-09-11 12:08:00.974478
549,2025-10-18,11:27:00.974478,Black Tea,Tea,1,2.5,2.5,Card,4,2025-10-18 11:27:00.974478
550,2026-01-05,09:56:00.974478,Black Tea,Tea,2,2.5,5.0,Card,4,2026-01-05 09:56:00.974478
551,2025-08-13,15:55:00.974478,Chai Latte,Tea,1,4.25,4.25,Card,2,2025-08-13 15:55:00.974478
552,2025-09-05,11:31:00.974478,Latte,Coffee,2,4.0,8.0,Card,5,2025-09-05 11:31:00.974478
553,2025-09-13,08:09:00.974478,Americano,Coffee,2,3.0,6.0,Cash,5,2025-09-13 08:09:00.974478
554,2025-11-18,01:49:00.974478,Espresso,Coffee,3,2.5,7.5,Cash,4,2025-11-18 01:49:00.974478
555,2025-10-31,12:30:00.974478,Herbal Tea,Tea,1,3.0,3.0,Mobile Payment,3,2025-10-31 12:30:00.974478
556,2025-12-24,11:17:00.974478,Mocha,Coffee,1,4.5,4.5,Card,4,2025-12-24 11:17:00.974478
557,2025-11-12,01:10:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Card,5,2025-11-12 01:10:00.974478
558,2025-12-21,08:53:00.974478,Black Tea,Tea,1,2.5,2.5,Cash,2,2025-12-21 08:53:00.974478
559,2025-10-13,13:54:00.974478,Scone,Bakery,2,3.0,6.0,Cash,5,2025-10-13 13:54:00.974478
560,2025-11-21,13:27:00.974478,Black Tea,Tea,1,2.5,2.5,Card,4,2025-11-21 13:27:00.974478
561,2025-11-16,12:37:00.974478,Mocha,Coffee,1,4.5,4.5,Card,5,2025-11-16 12:37:00.974478
562,2025-10-24,12:43:00.974478,Veggie Wrap,Sandwich,1,7.0,7.0,Card,5,2025-10-24 12:43:00.974478
563,2025-12-16,10:52:00.974478,Muffin,Bakery,1,2.75,2.75,Card,5,2025-12-16 10:52:00.974478
564,2025-12-14,11:05:00.974478,Espresso,Coffee,2,2.5,5.0,Mobile Payment,5,2025-12-14 11:05:00.974478
565,2025-07-24,09:11:00.974478,Espresso,Coffee,1,2.5,2.5,Card,4,2025-07-24 09:11:00.974478
566,2026-01-05,12:41:00.974478,Americano,Coffee,1,3.0,3.0,Mobile Payment,4,2026-01-05 12:41:00.974478
567,2025-09-06,10:42:00.974478,Bagel,Bakery,1,2.5,2.5,Card,5,2025-09-06 10:42:00.974478
568,2025-09-03,08:31:00.974478,Cappuccino,Coffee,1,3.75,3.75,Card,4,2025-09-03 08:31:00.974478
569,2025-11-25,09:26:00.974478,Espresso,Coffee,1,2.5,2.5,Mobile Payment,5,2025-11-25 09:26:00.974478
570,2025-12-08,11:19:00.974478,Croissant,Bakery,1,3.5,3.5,Cash,3,2025-12-08 11:19:00.974478
571,2025-10-02,08:34:00.974478,Cappuccino,Coffee,1,3.75,3.75,Card,2,2025-10-02 08:34:00.974478
572,2025-09-01,07:16:00.974478,Latte,Coffee,1,4.0,4.0,Mobile Payment,4,2025-09-01 07:16:00.974478
573,2025-08-04,09:33:00.974478,Chai Latte,Tea,1,4.25,4.25,Cash,4,2025-08-04 09:33:00.974478
574,2025-12-24,07:38:00.974478,Black Tea,Tea,1,2.5,2.5,Card,1,2025-12-24 07:38:00.974478
575,2025-09-17,08:31:00.974478,Latte,Coffee,1,4.0,4.0,Card,4,2025-09-17 08:31:00.974478
576,2025-07-28,12:12:00.974478,Cappuccino,Coffee,1,3.75,3.75,Card,4,2025-07-28 12:12:00.974478
577,2025-10-11,14:03:00.974478,Espresso,Coffee,1,2.5,2.5,Card,5,2025-10-11 14:03:00.974478
578,2025-10-29,07:21:00.974478,Green Tea,Tea,1,2.75,2.75,Card,5,2025-10-29 07:21:00.974478
579,2025-12-21,09:34:00.974478,Espresso,Coffee,1,2.5,2.5,Mobile Payment,3,2025-12-21 09:34:00.974478
580,2025-10-11,08:03:00.974478,Cappuccino,Coffee,1,3.75,3.75,Card,4,2025-10-11 08:03:00.974478
581,2025-10-18,13:01:00.974478,Croissant,Bakery,1,3.5,3.5,Cash,4,2025-10-18 13:01:00.974478
582,2025-09-13,12:18:00.974478,Turkey Club,Sandwich,3,7.5,22.5,Cash,1,2025-09-13 12:18:00.974478
583,2025-11-23,11:06:00.974478,Latte,Coffee,1,4.0,4.0,Card,3,2025-11-23 11:06:00.974478
584,2025-09-23,10:12:00.974478,Bagel,Bakery,1,2.5,2.5,Card,4,2025-09-23 10:12:00.974478
585,2025-10-19,09:07:00.974478,Latte,Coffee,1,4.0,4.0,Card,4,2025-10-19 09:07:00.974478
586,2025-10-12,11:29:00.974478,Latte,Coffee,1,4.0,4.0,Card,4,2025-10-12 11:29:00.974478
587,2025-11-16,14:15:00.974478,Green Tea,Tea,1,2.75,2.75,Cash,4,2025-11-16 14:15:00.974478
588,2025-10-31,10:16:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Cash,5,2025-10-31 10:16:00.974478
589,2025-07-31,10:53:00.974478,Espresso,Coffee,2,2.5,5.0,Cash,3,2025-07-31 10:53:00.974478
590,2025-10-21,13:23:00.974478,Mocha,Coffee,1,4.5,4.5,Card,3,2025-10-21 13:23:00.974478
591,2025-11-15,01:48:00.974478,Green Tea,Tea,1,2.75,2.75,Card,4,2025-11-15 01:48:00.974478
592,2025-11-18,10:03:00.974478,Croissant,Bakery,1,3.5,3.5,Card,5,2025-11-18 10:03:00.974478
593,2025-12-13,08:19:00.974478,Green Tea,Tea,1,2.75,2.75,Cash,5,2025-12-13 08:19:00.974478
594,2025-12-11,11:22:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Cash,4,2025-12-11 11:22:00.974478
595,2025-08-15,08:15:00.974478,Chai Latte,Tea,1,4.25,4.25,Card,5,2025-08-15 08:15:00.974478
596,2025-10-19,12:50:00.974478,Veggie Wrap,Sandwich,2,7.0,14.0,Mobile Payment,4,2025-10-19 12:50:00.974478
597,2025-10-07,08:51:00.974478,Americano,Coffee,1,3.0,3.0,Card,5,2025-10-07 08:51:00.974478
598,2025-08-22,11:38:00.974478,Muffin,Bakery,1,2.75,2.75,Card,4,2025-08-22 11:38:00.974478
599,2025-08-28,09:12:00.974478,Mocha,Coffee,1,4.5,4.5,Mobile Payment,4,2025-08-28 09:12:00.974478
600,2025-10-05,07:29:00.974478,Herbal Tea,Tea,1,3.0,3.0,Cash,5,2025-10-05 07:29:00.974478
601,2025-12-12,08:08:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Card,4,2025-12-12 08:08:00.974478
602,2025-12-02,11:10:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Card,4,2025-12-02 11:10:00.974478
603,2025-08-19,16:10:00.974478,Latte,Coffee,1,4.0,4.0,Cash,3,2025-08-19 16:10:00.974478
604,2025-11-06,09:38:00.974478,Mocha,Coffee,1,4.5,4.5,Card,5,2025-11-06 09:38:00.974478
605,2025-09-09,08:42:00.974478,Scone,Bakery,1,3.0,3.0,Card,4,2025-09-09 08:42:00.974478
606,2025-09-21,07:51:00.974478,Muffin,Bakery,1,2.75,2.75,Cash,4,2025-09-21 07:51:00.974478
607,2025-10-12,08:50:00.974478,Scone,Bakery,2,3.0,6.0,Card,5,2025-10-12 08:50:00.974478
608,2025-09-29,08:57:00.974478,Green Tea,Tea,2,2.75,5.5,Cash,5,2025-09-29 08:57:00.974478
609,2026-01-04,16:28:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Mobile Payment,4,2026-01-04 16:28:00.974478
610,2025-11-14,08:19:00.974478,Americano,Coffee,1,3.0,3.0,Card,4,2025-11-14 08:19:00.974478
611,2025-09-07,10:27:00.974478,Latte,Coffee,1,4.0,4.0,Cash,5,2025-09-07 10:27:00.974478
612,2025-07-24,09:38:00.974478,Americano,Coffee,1,3.0,3.0,Card,4,2025-07-24 09:38:00.974478
613,2025-12-24,06:49:00.974478,Green Tea,Tea,1,2.75,2.75,Card,5,2025-12-24 06:49:00.974478
614,2025-08-24,10:39:00.974478,Veggie Wrap,Sandwich,1,7.0,7.0,Card,3,2025-08-24 10:39:00.974478
615,2025-09-20,09:09:00.974478,Bagel,Bakery,1,2.5,2.5,Card,4,2025-09-20 09:09:00.974478
616,2025-09-04,17:23:00.974478,Veggie Wrap,Sandwich,2,7.0,14.0,Cash,5,2025-09-04 17:23:00.974478
617,2025-12-03,10:51:00.974478,Latte,Coffee,1,4.0,4.0,Card,2,2025-12-03 10:51:00.974478
618,2025-10-21,09:39:00.974478,Herbal Tea,Tea,1,3.0,3.0,Card,5,2025-10-21 09:39:00.974478
619,2025-10-04,13:56:00.974478,Cappuccino,Coffee,1,3.75,3.75,Card,5,2025-10-04 13:56:00.974478
620,2025-12-20,07:13:00.974478,Americano,Coffee,1,3.0,3.0,Card,5,2025-12-20 07:13:00.974478
621,2025-10-26,08:35:00.974478,Chai Latte,Tea,2,4.25,8.5,Mobile Payment,3,2025-10-26 08:35:00.974478
622,2025-12-18,09:47:00.974478,Herbal Tea,Tea,3,3.0,9.0,Card,5,2025-12-18 09:47:00.974478
623,2025-09-02,10:14:00.974478,Espresso,Coffee,1,2.5,2.5,Card,4,2025-09-02 10:14:00.974478
624,2026-01-03,11:54:00.974478,Veggie Wrap,Sandwich,1,7.0,7.0,Card,4,2026-01-03 11:54:00.974478
625,2025-09-19,10:39:00.974478,Mocha,Coffee,2,4.5,9.0,Mobile Payment,4,2025-09-19 10:39:00.974478
626,2025-09-29,12:34:00.974478,Herbal Tea,Tea,1,3.0,3.0,Card,5,2025-09-29 12:34:00.974478
627,2025-09-08,07:33:00.974478,Latte,Coffee,1,4.0,4.0,Mobile Payment,4,2025-09-08 07:33:00.974478
628,2026-01-12,12:00:00.974478,Bagel,Bakery,2,2.5,5.0,Card,5,2026-01-12 12:00:00.974478
629,2025-07-30,09:24:00.974478,Bagel,Bakery,1,2.5,2.5,Cash,5,2025-07-30 09:24:00.974478
630,2025-10-10,02:25:00.974478,Muffin,Bakery,1,2.75,2.75,Cash,5,2025-10-10 02:25:00.974478
631,2025-08-09,11:08:00.974478,Croissant,Bakery,1,3.5,3.5,Card,4,2025-08-09 11:08:00.974478
632,2025-09-24,12:44:00.974478,Chai Latte,Tea,1,4.25,4.25,Card,5,2025-09-24 12:44:00.974478
633,2025-09-22,00:29:00.974478,Americano,Coffee,3,3.0,9.0,Cash,5,2025-09-22 00:29:00.974478
634,2026-01-11,08:52:00.974478,Herbal Tea,Tea,1,3.0,3.0,Cash,5,2026-01-11 08:52:00.974478
635,2025-07-24,11:23:00.974478,Americano,Coffee,1,3.0,3.0,Cash,5,2025-07-24 11:23:00.974478
636,2025-09-01,11:25:00.974478,Mocha,Coffee,1,4.5,4.5,Cash,5,2025-09-01 11:25:00.974478
637,2025-08-31,07:19:00.974478,Croissant,Bakery,1,3.5,3.5,Card,4,2025-08-31 07:19:00.974478
638,2025-11-28,09:27:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Card,3,2025-11-28 09:27:00.974478
639,2025-10-04,12:12:00.974478,Cappuccino,Coffee,2,3.75,7.5,Card,5,2025-10-04 12:12:00.974478
640,2025-09-04,09:28:00.974478,Veggie Wrap,Sandwich,1,7.0,7.0,Card,5,2025-09-04 09:28:00.974478
641,2025-10-07,12:02:00.974478,Espresso,Coffee,1,2.5,2.5,Card,3,2025-10-07 12:02:00.974478
642,2025-08-23,09:57:00.974478,Americano,Coffee,1,3.0,3.0,Card,4,2025-08-23 09:57:00.974478
643,2025-11-13,12:47:00.974478,Cappuccino,Coffee,2,3.75,7.5,Card,5,2025-11-13 12:47:00.974478
644,2025-11-19,08:27:00.974478,Chai Latte,Tea,1,4.25,4.25,Card,5,2025-11-19 08:27:00.974478
645,2025-11-23,15:10:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Card,5,2025-11-23 15:10:00.974478
646,2025-11-25,07:27:00.974478,Scone,Bakery,2,3.0,6.0,Card,4,2025-11-25 07:27:00.974478
647,2025-09-12,10:59:00.974478,Veggie Wrap,Sandwich,1,7.0,7.0,Card,5,2025-09-12 10:59:00.974478
648,2025-10-27,08:01:00.974478,Herbal Tea,Tea,1,3.0,3.0,Cash,5,2025-10-27 08:01:00.974478
649,2025-12-27,10:27:00.974478,Scone,Bakery,1,3.0,3.0,Card,5,2025-12-27 10:27:00.974478
650,2025-10-14,08:55:00.974478,Scone,Bakery,1,3.0,3.0,Card,3,2025-10-14 08:55:00.974478
651,2025-08-25,10:14:00.974478,Green Tea,Tea,1,2.75,2.75,Cash,4,2025-08-25 10:14:00.974478
652,2025-08-21,00:16:00.974478,Croissant,Bakery,1,3.5,3.5,Card,4,2025-08-21 00:16:00.974478
653,2025-11-30,11:29:00.974478,Cappuccino,Coffee,1,3.75,3.75,Cash,1,2025-11-30 11:29:00.974478
654,2025-07-20,08:39:00.974478,Green Tea,Tea,1,2.75,2.75,Card,3,2025-07-20 08:39:00.974478
655,2025-09-16,08:00:00.974478,Veggie Wrap,Sandwich,1,7.0,7.0,Cash,4,2025-09-16 08:00:00.974478
656,2025-12-05,12:38:00.974478,Espresso,Coffee,2,2.5,5.0,Card,5,2025-12-05 12:38:00.974478
657,2025-07-28,08:31:00.974478,Latte,Coffee,3,4.0,12.0,Card,5,2025-07-28 08:31:00.974478
658,2025-09-09,09:06:00.974478,Bagel,Bakery,1,2.5,2.5,Cash,5,2025-09-09 09:06:00.974478
659,2025-10-08,00:22:00.974478,Americano,Coffee,1,3.0,3.0,Cash,5,2025-10-08 00:22:00.974478
660,2025-08-05,15:36:00.974478,Herbal Tea,Tea,1,3.0,3.0,Mobile Payment,5,2025-08-05 15:36:00.974478
661,2025-08-14,08:04:00.974478,Croissant,Bakery,1,3.5,3.5,Cash,5,2025-08-14 08:04:00.974478
662,2025-09-29,05:45:00.974478,Bagel,Bakery,1,2.5,2.5,Mobile Payment,5,2025-09-29 05:45:00.974478
663,2025-09-24,09:28:00.974478,Mocha,Coffee,1,4.5,4.5,Card,4,2025-09-24 09:28:00.974478
664,2025-10-02,08:30:00.974478,Bagel,Bakery,1,2.5,2.5,Cash,4,2025-10-02 08:30:00.974478
665,2025-09-28,12:23:00.974478,Americano,Coffee,2,3.0,6.0,Card,5,2025-09-28 12:23:00.974478
666,2026-01-05,09:16:00.974478,Black Tea,Tea,2,2.5,5.0,Card,5,2026-01-05 09:16:00.974478
667,2025-11-05,10:20:00.974478,Black Tea,Tea,1,2.5,2.5,Card,5,2025-11-05 10:20:00.974478
668,2025-12-04,11:34:00.974478,Veggie Wrap,Sandwich,1,7.0,7.0,Cash,4,2025-12-04 11:34:00.974478
669,2025-08-30,11:37:00.974478,Latte,Coffee,1,4.0,4.0,Mobile Payment,4,2025-08-30 11:37:00.974478
670,2025-11-09,08:06:00.974478,Black Tea,Tea,1,2.5,2.5,Card,5,2025-11-09 08:06:00.974478
671,2025-09-30,08:27:00.974478,Americano,Coffee,2,3.0,6.0,Card,4,2025-09-30 08:27:00.974478
672,2025-10-19,08:03:00.974478,Chai Latte,Tea,1,4.25,4.25,Card,4,2025-10-19 08:03:00.974478
673,2025-12-01,09:01:00.974478,Americano,Coffee,1,3.0,3.0,Card,5,2025-12-01 09:01:00.974478
674,2026-01-11,01:41:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Mobile Payment,5,2026-01-11 01:41:00.974478
675,2025-12-07,11:07:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Cash,5,2025-12-07 11:07:00.974478
676,2025-09-07,09:36:00.974478,Herbal Tea,Tea,3,3.0,9.0,Card,1,2025-09-07 09:36:00.974478
677,2025-12-08,11:15:00.974478,Veggie Wrap,Sandwich,2,7.0,14.0,Card,4,2025-12-08 11:15:00.974478
678,2026-01-02,01:59:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Cash,5,2026-01-02 01:59:00.974478
679,2025-11-21,08:32:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Card,4,2025-11-21 08:32:00.974478
680,2025-10-26,11:51:00.974478,Americano,Coffee,3,3.0,9.0,Cash,2,2025-10-26 11:51:00.974478
681,2025-12-08,13:25:00.974478,Veggie Wrap,Sandwich,1,7.0,7.0,Cash,4,2025-12-08 13:25:00.974478
682,2025-10-18,09:36:00.974478,Herbal Tea,Tea,1,3.0,3.0,Card,4,2025-10-18 09:36:00.974478
683,2025-10-11,08:51:00.974478,Veggie Wrap,Sandwich,1,7.0,7.0,Cash,4,2025-10-11 08:51:00.974478
684,2025-10-05,06:01:00.974478,Croissant,Bakery,3,3.5,10.5,Mobile Payment,5,2025-10-05 06:01:00.974478
685,2026-01-03,17:13:00.974478,Ham & Cheese,Sandwich,1,6.5,6.5,Mobile Payment,3,2026-01-03 17:13:00.974478
686,2025-10-09,08:26:00.974478,Latte,Coffee,1,4.0,4.0,Card,3,2025-10-09 08:26:00.974478
687,2026-01-10,10:36:00.974478,Turkey Club,Sandwich,1,7.5,7.5,Card,3,2026-01-10 10:36:00.974478
